source,source_type,target,target_type,relation,polarity,title,pattern,date,url
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,TREASURIES-Bond prices fall on strong jobs report,explicit_on_after,2007-06-01 13:20:00 UTC,http://www.reuters.com/article/bondsNews/idUSN0119418620070601
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,TREASURIES-Bond prices fall on strong jobs report,explicit_on_after,2007-06-01 13:20:00 UTC,http://www.reuters.com/article/bondsNews/idUSN0119418620070601
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures rise after jobs report; Dell up,explicit_on_after,2007-06-01 13:15:00 UTC,http://www.reuters.com/article/usMktRpt/idUSN0131170020070601
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures rise after jobs report; Dell up,explicit_on_after,2007-06-01 13:15:00 UTC,http://www.reuters.com/article/usMktRpt/idUSN0131170020070601
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,negative,TREASURIES-Bonds fall as Fed rate cut chances fade,simple_asset_event_cooccurrence,2007-06-01 13:02:00 UTC,http://www.reuters.com/article/bondsNews/idUSNYE00013020070601
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,negative,TREASURIES-Bonds fall as Fed rate cut chances fade,simple_asset_event_cooccurrence,2007-06-01 13:02:00 UTC,http://www.reuters.com/article/bondsNews/idUSNYE00013020070601
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures rise before jobs report; Dell gains,movement_before,2007-06-01 12:07:00 UTC,http://www.reuters.com/article/usMktRpt/idUSN0129525420070601
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures rise before jobs report; Dell gains,movement_before,2007-06-01 12:07:00 UTC,http://www.reuters.com/article/usMktRpt/idUSN0129525420070601
employment,event,mech:wage_pressure,mechanism,TRIGGERS,positive,"UPDATE 1-Canada nonfarm payrolls rise by 42,300 in July",general_context,2014-09-26 10:07:00 UTC,http://www.reuters.com/article/2014/09/25/canada-economy-payroll-idUSL2N0RQ0V720140925
employment,event,stock_market,asset,IMPACTS,positive,"U.S. jobless claims up less than expected, point to firming labor market",event_asset_simple_cooccur,2014-09-26 08:37:00 UTC,http://www.reuters.com/article/2014/09/25/us-economy-jobless-idUSKCN0HK1E420140925
employment,event,market_general,asset,IMPACTS,positive,"U.S. jobless claims up less than expected, point to firming labor market",event_asset_simple_cooccur,2014-09-26 08:37:00 UTC,http://www.reuters.com/article/2014/09/25/us-economy-jobless-idUSKCN0HK1E420140925
employment,event,stock_market,asset,IMPACTS,positive,Labor Markets Remain Stable in Many Advanced Economies,event_asset_simple_cooccur,2013-11-07 10:00:00 UTC,http://www.reuters.com/article/2013/11/07/conferenceboard-labor-idUSnPnNY4GJmd+16c+PRN20131107
employment,event,market_general,asset,IMPACTS,positive,Labor Markets Remain Stable in Many Advanced Economies,event_asset_simple_cooccur,2013-11-07 10:00:00 UTC,http://www.reuters.com/article/2013/11/07/conferenceboard-labor-idUSnPnNY4GJmd+16c+PRN20131107
employment,event,market_general,asset,IMPACTS,negative,October U.S. jobs report seen muddied by government shutdown,general_context,2013-11-05 15:36:00 UTC,http://www.reuters.com/article/2013/11/05/us-usa-economy-jobs-idUSBRE9A413Q20131105
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,PRECIOUS-Gold steadies on Fed stimulus outlook; US jobs report in focus,explicit_on_after,2013-11-05 02:56:00 UTC,http://www.reuters.com/article/2013/11/05/markets-precious-idUSL3N0IQ0I520131105
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,neutral,PRECIOUS-Gold steadies on Fed stimulus outlook; US jobs report in focus,explicit_on_after,2013-11-05 02:56:00 UTC,http://www.reuters.com/article/2013/11/05/markets-precious-idUSL3N0IQ0I520131105
employment,event,market_general,asset,IMPACTS,positive,Nearly Three-Fourths of Fortune 500 Now Supplying Income and Employment Data to Equifax,general_context,2014-09-24 09:40:00 UTC,http://www.reuters.com/article/2014/09/23/idUSnGNX7l7bym+1c0+GNW20140923
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,neutral,PRECIOUS-Gold nurses losses after robust U.S. jobs report,explicit_on_after,2016-04-04 20:45:00 UTC,http://www.reuters.com/article/global-precious-idUSL3N17704V
employment,event,currencies,asset,IMPACTS,negative,"FOREX-Dollar sags, firm US jobs report unable to change Fed rate views",simple_asset_event_cooccurrence,2016-04-04 20:12:00 UTC,http://www.reuters.com/article/global-forex-idUSL3N1760QL
employment,event,dollar,asset,IMPACTS,negative,"FOREX-Dollar sags, firm US jobs report unable to change Fed rate views",simple_asset_event_cooccurrence,2016-04-04 20:12:00 UTC,http://www.reuters.com/article/global-forex-idUSL3N1760QL
employment,event,stock_market,asset,IMPACTS,neutral,"HIGHLIGHTS-Fed Chair Yellen on labor market, interest rates",event_asset_simple_cooccur,2014-09-18 14:51:00 UTC,http://www.reuters.com/article/2014/09/17/usa-fed-highlights-rates-idUSW1N0MU03E20140917
employment,event,market_general,asset,IMPACTS,neutral,"HIGHLIGHTS-Fed Chair Yellen on labor market, interest rates",event_asset_simple_cooccur,2014-09-18 14:51:00 UTC,http://www.reuters.com/article/2014/09/17/usa-fed-highlights-rates-idUSW1N0MU03E20140917
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"US STOCKS-Wall St gains after jobs report, Europe optimism",explicit_on_after,2011-12-02 10:25:00 UTC,http://www.reuters.com/article/2011/12/02/markets-stocks-idUSN1E7B10DZ20111202
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,U.S. stock futures gain ahead of key jobs report,movement_before,2011-12-02 04:32:00 UTC,http://www.reuters.com/article/2011/12/02/markets-stocks-us-europe-idUSL5E7N20IR20111202
employment,event,stock_market,asset,IMPACTS,positive,"WRAPUP 1-U.S. labor market seen improving, but pace glacial",event_asset_simple_cooccur,2011-12-02 00:01:00 UTC,http://www.reuters.com/article/2011/12/02/usa-economy-idUSN1E7B014020111202
employment,event,market_general,asset,IMPACTS,positive,"WRAPUP 1-U.S. labor market seen improving, but pace glacial",event_asset_simple_cooccur,2011-12-02 00:01:00 UTC,http://www.reuters.com/article/2011/12/02/usa-economy-idUSN1E7B014020111202
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,U.S. Morning Call: Stock futures rise ahead of jobs report,movement_before,2011-12-02 08:00:00 UTC,http://www.reuters.com/news/video/videoStory?storyID=29384731
rate_cut,event,futures,asset,IMPACTS,negative,US STOCKS-Futures fall on doubts about Fed rate cut,explicit_on_after,2007-08-30 11:15:00 UTC,http://www.reuters.com/article/usMktRpt/idUSN3040638820070830
rate_cut,event,stocks,asset,IMPACTS,negative,US STOCKS-Futures fall on doubts about Fed rate cut,explicit_on_after,2007-08-30 11:15:00 UTC,http://www.reuters.com/article/usMktRpt/idUSN3040638820070830
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,Stocks rebound on Fed rate cut expectations,explicit_on_after,2007-08-30 08:18:00 UTC,http://www.reuters.com/article/globalMarketsNews/idUSN2936147220070830
employment,event,market_general,asset,IMPACTS,negative,ADP private employment data falls,general_context,2010-10-05 20:15:00 UTC,http://www.reuters.com/news/video/videoStory?storyID=WAO1278450146288
employment,event,market_general,asset,IMPACTS,positive,"UPDATE 1-Dillard's plan, jobs report boost US dept stores",event_causes_asset,2011-01-20 18:00:00 UTC,http://www.reuters.com/article/2011/01/20/usa-retail-shares-idUSN2015700220110120
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,RPT-Wall St Week Ahead-U.S. jobs report looms for directionless market,event_asset_simple_cooccur,2015-05-04 13:00:00 UTC,http://www.reuters.com/article/2015/05/03/markets-stocks-usa-weekahead-scheduled-c-idUSL1N0XS1NP20150503
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,RPT-Wall St Week Ahead-U.S. jobs report looms for directionless market,event_asset_simple_cooccur,2015-05-04 13:00:00 UTC,http://www.reuters.com/article/2015/05/03/markets-stocks-usa-weekahead-scheduled-c-idUSL1N0XS1NP20150503
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,RPT-Wall St Week Ahead-U.S. jobs report looms for directionless market,event_asset_simple_cooccur,2015-05-04 13:00:00 UTC,http://www.reuters.com/article/2015/05/03/markets-stocks-usa-weekahead-scheduled-c-idUSL1N0XS1NP20150503
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,Nikkei rises to 5-1/2-month high after strong U.S. jobs report,explicit_on_after,2014-07-03 21:34:00 UTC,http://www.reuters.com/article/2014/07/04/markets-japan-stocks-idUSL4N0PF0B120140704
employment,event,market_general,asset,IMPACTS,positive,"U.S. job growth surges, unemployment rate near six-year low",general_context,2014-07-03 19:48:00 UTC,http://www.reuters.com/article/2014/07/03/us-usa-economy-idUSKBN0F80AW20140703
employment,event,market_general,asset,IMPACTS,positive,"WRAPUP 7-U.S. job growth surges, unemployment rate near six-year low",general_context,2014-07-03 19:37:00 UTC,http://www.reuters.com/article/2014/07/03/usa-economy-idUSL2N0PE2KG20140703
employment,event,market_general,asset,IMPACTS,positive,"WRAPUP 6-U.S. job growth surges, unemployment rate near six-year low",general_context,2014-07-03 17:07:00 UTC,http://www.reuters.com/article/2014/07/03/usa-economy-idUSLNS3IEAIF20140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,PRECIOUS-Gold slips after upbeat U.S. nonfarm payrolls,explicit_on_after,2014-07-03 15:22:00 UTC,http://www.reuters.com/article/2014/07/03/markets-precious-idUSL4N0PE25W20140703
rate_hike,event,market_general,asset,IMPACTS,positive,Bullish US June jobs report prompts economists to eye earlier rate hike,general_context,2014-07-03 12:45:00 UTC,http://www.reuters.com/article/2014/07/03/usa-economy-fed-idUSL2N0PE1GO20140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,J.P. Morgan moves up Fed tightening forecast after jobs report,explicit_on_after,2014-07-03 10:17:00 UTC,http://www.reuters.com/article/2014/07/03/us-jpmorgan-chase-employment-idUSKBN0F81LA20140703
employment,event,mech:unemployment_high,mechanism,TRIGGERS,positive,"U.S. jobless claims rise slightly, labor market improving",event_asset_simple_cooccur,2014-07-03 09:51:00 UTC,http://www.reuters.com/article/2014/07/03/us-economy-jobless-idUSKBN0F819C20140703
employment,event,mech:unemployment_high,mechanism,TRIGGERS,positive,"U.S. jobless claims rise slightly, labor market improving",event_asset_simple_cooccur,2014-07-03 09:51:00 UTC,http://www.reuters.com/article/2014/07/03/us-economy-jobless-idUSKBN0F819C20140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,CANADA STOCKS-TSX hits record high after U.S. jobs report,explicit_on_after,2014-07-03 09:35:00 UTC,http://www.reuters.com/article/2014/07/03/markets-canada-stocks-opener-idUSL2N0PE0VZ20140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,CANADA STOCKS-TSX hits record high after U.S. jobs report,explicit_on_after,2014-07-03 09:35:00 UTC,http://www.reuters.com/article/2014/07/03/markets-canada-stocks-opener-idUSL2N0PE0VZ20140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-Strong U.S. jobs report pushes up dollar, Treasury yields",event_causes_asset,2014-07-03 09:28:00 UTC,http://www.reuters.com/article/2014/07/03/markets-global-idUSL6N0PE3Y420140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-Strong U.S. jobs report pushes up dollar, Treasury yields",event_causes_asset,2014-07-03 09:28:00 UTC,http://www.reuters.com/article/2014/07/03/markets-global-idUSL6N0PE3Y420140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-Strong U.S. jobs report pushes up dollar, Treasury yields",event_causes_asset,2014-07-03 09:28:00 UTC,http://www.reuters.com/article/2014/07/03/markets-global-idUSL6N0PE3Y420140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-Strong U.S. jobs report pushes up dollar, Treasury yields",event_causes_asset,2014-07-03 09:28:00 UTC,http://www.reuters.com/article/2014/07/03/markets-global-idUSL6N0PE3Y420140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-Strong U.S. jobs report pushes up dollar, Treasury yields",event_causes_asset,2014-07-03 09:28:00 UTC,http://www.reuters.com/article/2014/07/03/markets-global-idUSL6N0PE3Y420140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-Strong U.S. jobs report pushes up dollar, Treasury yields",event_causes_asset,2014-07-03 09:28:00 UTC,http://www.reuters.com/article/2014/07/03/markets-global-idUSL6N0PE3Y420140703
employment,event,mech:wage_pressure,mechanism,TRIGGERS,positive,"TABLE-U.S. June nonfarm payrolls rise by 288,000",general_context,2014-07-03 08:30:00 UTC,http://www.reuters.com/article/2014/07/03/idUSLLA3IEA3120140703
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,Shares soar to records on jobs report,explicit_on_after,2014-07-03 15:09:00 UTC,http://www.reuters.com/news/video/videoStory?storyID=89142107
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,Shares soar to records on jobs report,explicit_on_after,2014-07-03 15:09:00 UTC,http://www.reuters.com/news/video/videoStory?storyID=89142107
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,TREASURIES-Extend gains on Fed rate cut speculation,explicit_on_after,2008-09-16 04:28:00 UTC,http://www.reuters.com/article/bondsNews/idUST1423620080916
rate_cut,event,mech:rate_cut_bets,mechanism,TRIGGERS,positive,TREASURIES-Extend gains on Fed rate cut speculation,explicit_on_after,2008-09-16 04:28:00 UTC,http://www.reuters.com/article/bondsNews/idUST1423620080916
employment,event,stock_market,asset,IMPACTS,neutral,"U.S. state labor markets ""less dreadful"" in April",event_asset_simple_cooccur,2009-05-22 18:53:00 UTC,http://www.reuters.com/article/domesticNews/idUSN2238169620090522
employment,event,market_general,asset,IMPACTS,neutral,"U.S. state labor markets ""less dreadful"" in April",event_asset_simple_cooccur,2009-05-22 18:53:00 UTC,http://www.reuters.com/article/domesticNews/idUSN2238169620090522
employment,event,market_general,asset,IMPACTS,negative,California unemployment rate edges down to 11 pct,general_context,2009-05-22 17:00:00 UTC,http://www.reuters.com/article/companyNewsAndPR/idUSN2230196620090522
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,S&P; ends flat ahead of jobs report; Internet names gain,movement_before,2014-05-01 17:11:00 UTC,http://www.reuters.com/article/2014/05/01/us-markets-stocks-idUSBREA360QI20140501
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-S&P; ends flat ahead of jobs report; Internet names gain,movement_before,2014-05-01 17:09:00 UTC,http://www.reuters.com/article/2014/05/01/markets-usa-stocks-idUSL2N0NN1UO20140501
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-S&P; ends flat ahead of jobs report; Internet names gain,movement_before,2014-05-01 17:09:00 UTC,http://www.reuters.com/article/2014/05/01/markets-usa-stocks-idUSL2N0NN1UO20140501
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,"UPDATE 9-Oil falls on ample supply, China data ahead of U.S. jobs report",explicit_on_after,2014-05-01 15:46:00 UTC,http://www.reuters.com/article/2014/05/01/markets-oil-idUSL2N0NN1BP20140501
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,"UPDATE 9-Oil falls on ample supply, China data ahead of U.S. jobs report",explicit_on_after,2014-05-01 15:46:00 UTC,http://www.reuters.com/article/2014/05/01/markets-oil-idUSL2N0NN1BP20140501
employment,event,market_general,asset,IMPACTS,negative,A Super Bowl XLIX Predictor That Works: Team from Metro Area with Lower Unemployment Rate Has 80 Percent Success Rate Over the Past 25 Years,general_context,2015-01-28 06:00:00 UTC,http://www.reuters.com/article/2015/01/27/risesmart-super-bowl-idUSnPnb5MtFR+8b+PRN20150127
employment,event,stock_market,asset,IMPACTS,neutral,"Comment on Q3 GDP by Gad Levanon, Director, Macroeconomic and Labor Market Research, The Conference Board",event_asset_simple_cooccur,2014-10-31 09:32:00 UTC,http://www.reuters.com/article/2014/10/30/confbd-q3-gdp-svy-idUSnPnbwZTxN+8d+PRN20141030
employment,event,market_general,asset,IMPACTS,neutral,"Comment on Q3 GDP by Gad Levanon, Director, Macroeconomic and Labor Market Research, The Conference Board",event_asset_simple_cooccur,2014-10-31 09:32:00 UTC,http://www.reuters.com/article/2014/10/30/confbd-q3-gdp-svy-idUSnPnbwZTxN+8d+PRN20141030
employment,event,mech:unemployment_high,mechanism,TRIGGERS,positive,"U.S. jobless claims rise, but underlying labor market trends firming ",event_asset_simple_cooccur,2014-10-31 08:37:00 UTC,http://www.reuters.com/article/2014/10/30/us-usa-economy-unemployment-idUSKBN0IJ1GY20141030
employment,event,mech:unemployment_high,mechanism,TRIGGERS,positive,"U.S. jobless claims rise, but underlying labor market trends firming ",event_asset_simple_cooccur,2014-10-31 08:37:00 UTC,http://www.reuters.com/article/2014/10/30/us-usa-economy-unemployment-idUSKBN0IJ1GY20141030
employment,event,market_general,asset,IMPACTS,neutral,US Jobs Report: Job Losses Escalate in Home Health Sector,general_context,2014-03-07 15:28:00 UTC,http://www.reuters.com/article/2014/03/07/jobsrpt-homehealth-idUSnPnDCylgyn+160+PRN20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,Dollar bounces off four-month low after U.S. jobs report,explicit_on_after,2014-03-07 15:24:00 UTC,http://www.reuters.com/article/2014/03/07/us-markets-forex-idUSBREA2211320140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,FOREX-Dollar bounces off four-month low after U.S. jobs report,explicit_on_after,2014-03-07 15:23:00 UTC,http://www.reuters.com/article/2014/03/07/markets-forex-idUSL1N0M41HX20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,FOREX-Dollar bounces off four-month low after U.S. jobs report,explicit_on_after,2014-03-07 15:23:00 UTC,http://www.reuters.com/article/2014/03/07/markets-forex-idUSL1N0M41HX20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"CERAWEEK-Bernanke says energy sector a 'bright spot,' upbeat on jobs report",explicit_on_after,2014-03-07 13:43:00 UTC,http://www.reuters.com/article/2014/03/07/ceraweek-bernanke-idUSL1N0M41LW20140307
employment,event,mech:unemployment_low,mechanism,TRIGGERS,negative,PA Unemployment Rate Drops to 6.4% in January,general_context,2014-03-07 11:47:00 UTC,http://www.reuters.com/article/2014/03/07/pa-unemployment-rate-idUSnPnDCyfvq3+160+PRN20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,FOREX-Dollar rises from four-month low after U.S. jobs report,explicit_on_after,2014-03-07 10:12:00 UTC,http://www.reuters.com/article/2014/03/07/markets-forex-idUSL6N0M42BZ20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,FOREX-Dollar rises from four-month low after U.S. jobs report,explicit_on_after,2014-03-07 10:12:00 UTC,http://www.reuters.com/article/2014/03/07/markets-forex-idUSL6N0M42BZ20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-U.S. stock, crude futures jump on February jobs report",explicit_on_after,2014-03-07 09:13:00 UTC,http://www.reuters.com/article/2014/03/07/markets-global-idUSL1N0M40WU20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-U.S. stock, crude futures jump on February jobs report",explicit_on_after,2014-03-07 09:13:00 UTC,http://www.reuters.com/article/2014/03/07/markets-global-idUSL1N0M40WU20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-U.S. stock, crude futures jump on February jobs report",explicit_on_after,2014-03-07 09:13:00 UTC,http://www.reuters.com/article/2014/03/07/markets-global-idUSL1N0M40WU20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,"GLOBAL MARKETS-U.S. stock, crude futures jump on February jobs report",explicit_on_after,2014-03-07 09:13:00 UTC,http://www.reuters.com/article/2014/03/07/markets-global-idUSL1N0M40WU20140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,CANADA FX-C$ weakens to a session low after disappointing jobs report,explicit_on_after,2014-03-07 08:39:00 UTC,http://www.reuters.com/article/2014/03/07/markets-canada-dollar-idUST5N0LW00720140307
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,CANADA FX-C$ weakens to a session low after disappointing jobs report,explicit_on_after,2014-03-07 08:39:00 UTC,http://www.reuters.com/article/2014/03/07/markets-canada-dollar-idUST5N0LW00720140307
employment,event,mech:wage_pressure,mechanism,TRIGGERS,positive,"TABLE-U.S. Feb nonfarm payrolls rise by 175,000",general_context,2014-03-07 08:30:00 UTC,http://www.reuters.com/article/2014/03/07/idUSLLA7EEANK20140307
employment,event,stock_market,asset,IMPACTS,negative,"Fed official: U.S. labor market ""slack"" nearly over",event_asset_simple_cooccur,2015-01-14 08:03:00 UTC,http://www.reuters.com/news/video/videoStory?storyID=102616625
employment,event,market_general,asset,IMPACTS,negative,"Fed official: U.S. labor market ""slack"" nearly over",event_asset_simple_cooccur,2015-01-14 08:03:00 UTC,http://www.reuters.com/news/video/videoStory?storyID=102616625
rate_cut,event,market_general,asset,IMPACTS,neutral,"Key quotes on economy, Fed rate cut",explicit_on_after,2008-01-23 16:03:00 UTC,http://www.reuters.com/article/topNews/idUSL2321459920080123
rate_cut,event,hk_stocks,asset,IMPACTS,positive,"HK shares rebound on US rate cut, led by financials",explicit_on_after,2008-01-23 08:40:00 UTC,http://www.reuters.com/article/hongkongMktRpt/idUSHKG8710520080123
rate_cut,event,financials,asset,IMPACTS,positive,"HK shares rebound on US rate cut, led by financials",explicit_on_after,2008-01-23 08:40:00 UTC,http://www.reuters.com/article/hongkongMktRpt/idUSHKG8710520080123
rate_cut,event,shares_general,asset,IMPACTS,positive,"HK shares rebound on US rate cut, led by financials",explicit_on_after,2008-01-23 08:40:00 UTC,http://www.reuters.com/article/hongkongMktRpt/idUSHKG8710520080123
rate_cut,event,stocks,asset,IMPACTS,positive,"HK shares rebound on US rate cut, led by financials",explicit_on_after,2008-01-23 08:40:00 UTC,http://www.reuters.com/article/hongkongMktRpt/idUSHKG8710520080123
rate_cut,event,hk_stocks,asset,IMPACTS,positive,"HK shares recover after US rate cut, HSBC leads",explicit_on_after,2008-01-23 08:06:00 UTC,http://www.reuters.com/article/hongkongMktRpt/idUSHKF07885620080123
rate_cut,event,shares_general,asset,IMPACTS,positive,"HK shares recover after US rate cut, HSBC leads",explicit_on_after,2008-01-23 08:06:00 UTC,http://www.reuters.com/article/hongkongMktRpt/idUSHKF07885620080123
rate_cut,event,stocks,asset,IMPACTS,positive,"HK shares recover after US rate cut, HSBC leads",explicit_on_after,2008-01-23 08:06:00 UTC,http://www.reuters.com/article/hongkongMktRpt/idUSHKF07885620080123
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,"CORRECTED - WRAPUP 2-US data shows weak labor market, NY factory activity",reveals_shows,2011-09-15 11:25:00 UTC,http://www.reuters.com/article/2011/09/15/usa-economy-idUSS1E78E0EM20110915
employment,event,mech:weak_labor_market,mechanism,TRIGGERS,positive,"CORRECTED - WRAPUP 2-US data shows weak labor market, NY factory activity",reveals_shows,2011-09-15 11:25:00 UTC,http://www.reuters.com/article/2011/09/15/usa-economy-idUSS1E78E0EM20110915
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,neutral,"Nikkei back under 9,000 ahead of US jobs report",movement_before,2011-09-01 20:08:00 UTC,http://www.reuters.com/article/2011/09/02/markets-japan-stocks-idUSL4E7K200B20110902
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,negative,Nikkei set to slip ahead of US jobs report,movement_before,2011-09-01 19:19:00 UTC,http://www.reuters.com/article/2011/09/01/markets-japan-stocks-idUSL4E7K13QA20110901
employment,event,currencies,asset,IMPACTS,positive,"FOREX-Dollar soars vs euro, yen, boosted by jobs report",simple_asset_event_cooccurrence,2009-12-04 14:20:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0450565220091204
employment,event,yen,asset,IMPACTS,positive,"FOREX-Dollar soars vs euro, yen, boosted by jobs report",simple_asset_event_cooccurrence,2009-12-04 14:20:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0450565220091204
employment,event,dollar,asset,IMPACTS,positive,"FOREX-Dollar soars vs euro, yen, boosted by jobs report",simple_asset_event_cooccurrence,2009-12-04 14:20:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0450565220091204
employment,event,euro,asset,IMPACTS,positive,"FOREX-Dollar soars vs euro, yen, boosted by jobs report",simple_asset_event_cooccurrence,2009-12-04 14:20:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0450565220091204
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,CANADA FX DEBT-C$ extends gains after U.S. jobs report,explicit_on_after,2009-12-04 09:18:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0446453920091204
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,CANADA FX DEBT-C$ extends gains after U.S. jobs report,explicit_on_after,2009-12-04 09:18:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0446453920091204
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,CANADA FX DEBT-C$ extends gains after U.S. jobs report,explicit_on_after,2009-12-04 09:18:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0446453920091204
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,CANADA FX DEBT-C$ jumps on robust domestic jobs report,explicit_on_after,2009-12-04 08:06:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0414967020091204
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,CANADA FX DEBT-C$ jumps on robust domestic jobs report,explicit_on_after,2009-12-04 08:06:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0414967020091204
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,positive,CANADA FX DEBT-C$ jumps on robust domestic jobs report,explicit_on_after,2009-12-04 08:06:00 UTC,http://www.reuters.com/article/usDollarRpt/idUSN0414967020091204
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures inch higher ahead of jobs report,movement_before,2009-12-04 07:49:00 UTC,http://www.reuters.com/article/COMSRV/idUSN0414878720091204
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures inch higher ahead of jobs report,movement_before,2009-12-04 07:49:00 UTC,http://www.reuters.com/article/COMSRV/idUSN0414878720091204
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures edge higher ahead of jobs report,movement_before,2009-12-04 07:23:00 UTC,http://www.reuters.com/article/BANKSL/idUSN0414625720091204
employment,event,mech:ahead_of_jobs_report,mechanism,TRIGGERS,positive,US STOCKS-Futures edge higher ahead of jobs report,movement_before,2009-12-04 07:23:00 UTC,http://www.reuters.com/article/BANKSL/idUSN0414625720091204
employment,event,market_general,asset,IMPACTS,negative,Pelosi: Dismal Jobs Report Shows Need to Pull Our Economy Back from the Precipice,event_quality_causes_movement,2008-10-03 16:47:00 UTC,http://www.reuters.com/article/pressRelease/idUS167421+03-Oct-2008+PRN20081003
employment,event,mech:after_jobs_report,mechanism,TRIGGERS,negative,TREASURIES-Bonds dip after jobs report: eye bailout,explicit_on_after,2008-10-03 13:19:00 UTC,http://www.reuters.com/article/etfNews/idUSN0332761920081003
